AMC CODE|AMC NAME|BSE SCHEME CODE|SCHEME NAME|SCHEME ISIN|SCHEME TYPE|ASTP TRANSACTION MODE|ASTP IN MINIMUM INSTALLMENT AMOUNT|ASTP IN MAXIMUM INSTALLMENT AMOUNT|ASTP IN MULTIPLIER AMOUNT|ASTP OUT MINIMUM INSTALLMENT AMOUNT|ASTP OUT MAXIMUM INSTALLMENT AMOUNT|ASTP OUT MULTIPLIER AMOUNT|ASTP MINIMUM INSTALLMENT UNITS|ASTP MAXIMUM INSTALLMENT UNITS|ASTP MULTIPLIER UNITS|ASTP MINIMUM INSTALLMENT NUMBERS|ASTP MAXIMUM INSTALLMENT NUMBERS|ASTP Reg IN|ASTP Reg OUT|ASTP FREQUENCY|ASTP DATES|ASTP MINIMUM GAP|ASTP MAXIMUM GAP|ASTP INSTALLMENT GAP|ASTP STATUS|
UTIMUTUALFUND_MF|UTI MUTUAL FUND|UTMMD4-DR|UTI MONEY MARKET FUND-DIRECT MONTHLY DIVIDEND PLAN-DIVIDEND REINVESTMENT|INF789FA1M53|DEBT|DP|100.00|999999.00|1.00|100.00|999999.00|1.00|999999.00|999999.00|999999.00|20|9999|Y|Y|DAILY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICI1263-DP-M|ICICI PRUDENTIAL BOND FUND - MONTHLY DIVIDEND PAYOUT|INF109K01BP5|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|4|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HDAFWDT-DR|HDFC ARBITRAGE FUND-WHOLESALE PLAN - DIRECT PLAN-NORMAL DIVIDEND REINVESTMENT|INF179KA1KP4|EQUITY|DP|3000.00|999999999.00|100.00|3000.00|999999999.00|100.00|9999999.00|9999999.00|1.00|2|9999|N|Y|QUARTERLY|1,5,10,15,20,25|0|90|1|1|
EDELWEISSMUTUALFUND_MF|EDELWEISS MUTUAL FUND|EDTFSM-DP|EDELWEISS LOW DURATION FUND - REGULAR PLAN MONTHLY DIVIDEND PAYOUT|INF754K01GC5|DEBT|DP|300.00|999999.00|1.00|300.00|999999.00|1.00|999999999.00|999999.00|999999999.00|20|9999|Y|Y|DAILY||0|60|1|1|
UTIMUTUALFUND_MF|UTI MUTUAL FUND|UTMMD7-DR|UTI MONEY MARKET FUND-DIRECT HALF YEARLY DIVIDEND PLAN-DIVIDEND REINVESTMENT|INF789FA1M95|DEBT|DP|1000.00|999999.00|1.00|1000.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICI1280-DP-Q|ICICI PRUDENTIAL BOND FUND - QUARTERLY DIVIDEND PAYOUT|INF109K01BS9|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|4|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC2498-GR|ICICI PRUDENTIAL CONSTANT MATURITY GILT FUND - GROWTH|INF109KA1N46|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|1|1|
UTIMUTUALFUND_MF|UTI MUTUAL FUND|UTMID2-GR|UTI REGULAR SAVINGS FUND -DIRECT GROWTH PLAN-GROWTH|INF789F01UJ7|DEBT|DP|3000.00|999999.00|1.00|3000.00|999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|QUARTERLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
UTIMUTUALFUND_MF|UTI MUTUAL FUND|UTMMD9-DP|UTI MONEY MARKET FUND-DIRECT FLEXI DIVIDEND PLAN-DIVIDEND PAYOUT|INF789FA1N29|DEBT|DP|100.00|999999.00|1.00|100.00|999999.00|1.00|999999.00|999999.00|999999.00|20|9999|Y|Y|DAILY||0|60|1|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO208MD-DP|KOTAK CORPORATE BOND FUND STANDARD MONTHLY DIVIDEND PAYOUT|INF178L01BP8|DEBT|DP|500.00|99999999.00|1.00|500.00|99999999.00|1.00|999999.00|999999.00|999999.00|12|9999|Y|Y|DAILY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC2499P-DP|ICICI PRUDENTIAL CONSTANT MATURITY GILT FUND - MONTHLY DIVIDEND PAYOUT|INF109KA1N53|DEBT|DP|250.00|999999999.00|1.00|250.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|DAILY||0|60|1|1|
UTIMUTUALFUND_MF|UTI MUTUAL FUND|UTMID3-DP|UTI REGULAR SAVINGS FUND -DIRECT MONTHLY DIVIDEND PLAN-DIVIDEND PAYOUT|INF789F01UK5|DEBT|DP|3000.00|999999.00|1.00|3000.00|999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|QUARTERLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXDEDP-DR|AXIS DYNAMIC EQUITY FUND REGULAR PLAN DIVIDEND REINVESTMENT|INF846K01A78|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|1.00|6|9999|Y|Y|DAILY||0|60|1|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO485D-GR|KOTAK FOCUSED EQUITY FUND - DIRECT PLAN - GROWTH|INF174KA1EN7|EQUITY|DP|500.00|99999999.00|1.00|500.00|99999999.00|1.00|999999.00|999999.00|999999.00|12|9999|Y|Y|DAILY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC2501P-DP|ICICI PRUDENTIAL CONSTANT MATURITY GILT FUND - HALF YEARLY DIVIDEND PAYOUT|INF109KA1N79|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|1|1|
UTIMUTUALFUND_MF|UTI MUTUAL FUND|UTMID4-DP|UTI REGULAR SAVINGS FUND-DIRECT PLAN-DIVIDEND PAYOUT|INF789F01UM1|DEBT|DP|100.00|999999.00|1.00|100.00|999999.00|1.00|999999.00|999999.00|999999.00|20|9999|Y|Y|DAILY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|8139-DR|ICICI PRUDENTIAL MONEY MARKET FUND - DIRECT PLAN - DIVIDEND REINVESTMENT OTHERS|INF109K01R48|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO114-DP|KOTAK SMALL CAP FUND - DIVIDEND PAYOUT|INF174K01229|EQUITY|DP|1000.00|99999999.00|1.00|1000.00|99999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC2501P-DP|ICICI PRUDENTIAL CONSTANT MATURITY GILT FUND - HALF YEARLY DIVIDEND PAYOUT|INF109KA1N79|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
UTIMUTUALFUND_MF|UTI MUTUAL FUND|UTBFD7-DR|UTI TREASURY ADVANTAGE FUND-DIRECT QUARTERLY DIVIDEND PLAN-DIVIDEND REINVESTMENT|INF789F01XM5|DEBT|DP|1000.00|999999.00|1.00|1000.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|8000-GR|ICICI PRUDENTIAL LONG TERM EQUITY FUND (TAX SAVING) - DIRECT PLAN - GROWTH|INF109K01Y31|ELSS|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|1|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO20-DP|KOTAK BOND SHORT TERM - MONTHLY DIVIDEND PAYOUT|INF174K01ET5|DEBT|DP|1000.00|99999999.00|1.00|1000.00|99999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC2478-GR|ICICI PRUDENTIAL MEDIUM TERM BOND FUND - BONUS|INF109KA1B99|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|N|Y|WEEKLY||0|60|1|1|
UTIMUTUALFUND_MF|UTI MUTUAL FUND|UTBND1-DR|UTI BOND FUND-DIRECT QUARTERLY DIVIDEND PLAN-REINVESTMENT|INF789F01SP8|DEBT|DP|3000.00|999999.00|1.00|3000.00|999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|QUARTERLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|8020P-DP|ICICI PRUDENTIAL TECHNOLOGY FUND - DIRECT PLAN - DIVIDEND PAYOUT|INF109K01Z22|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|4|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO205MD-DP|KOTAK LOW DURATION FUND MONTHLY DIVIDEND PAYOUT|INF178L01228|DEBT|DP|1000.00|99999999.00|1.00|1000.00|99999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC8676-GR|ICICI PRUDENTIAL BOND FUND - DIRECT PLAN BONUS|INF109KA1C64|BOND|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|4|9999|N|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
UTIMUTUALFUND_MF|UTI MUTUAL FUND|UTBND2-GR|UTI BOND FUND-DIRECT GROWTH PLAN-GROWTH|INF789F01SQ6|DEBT|DP|3000.00|999999.00|1.00|3000.00|999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|QUARTERLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
DSP_MF|DSP MUTUAL FUND|539-GR|DSP DYNAMIC ASSET ALLOCATION FUND - REGULAR - GROWTH|INF740K01K57|EQUITY|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO205MD-DP|KOTAK LOW DURATION FUND MONTHLY DIVIDEND PAYOUT|INF178L01228|DEBT|DP|1000.00|99999999.00|1.00|1000.00|99999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HD01T-DR|HDFC EQUITY FUND - DIRECT PLAN - DIVIDEND REINVESTMENT|INF179K01VL5|EQUITY|DP|3000.00|999999999.00|100.00|3000.00|999999999.00|100.00|9999999.00|9999999.00|1.00|2|9999|Y|Y|QUARTERLY|1,5,10,15,20,25|0|90|1|1|
UTIMUTUALFUND_MF|UTI MUTUAL FUND|UTBND3-DP|UTI BOND FUND-DIRECT ANNUAL DIVIDEND PLAN-DIVIDEND PAYOUT|INF789FA1T80|DEBT|DP|100.00|999999.00|1.00|100.00|999999.00|1.00|999999.00|999999.00|999999.00|20|9999|Y|Y|DAILY||0|60|1|1|
BARODAMUTUALFUND_MF|BARODA MUTUAL FUND|BO96-DP|BARODA ELSS 96 PLAN B DIVIDEND-PAYOUT|INF955L01914|ELSS|DP|1000.00|99999999999.00|1.00|1000.00|99999999999.00|1.00|9999999.00|9999999.00|1.00|6|9999|Y|Y|MONTHLY|1,10,15,25|0|60|1|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO49DP-DP|KOTAK MEDIUM TERM FUND - DIRECT PLAN - QUARTERLY DIVIDEND PAYOUT|INF174K01VT9|DEBT|DP|1000.00|99999999.00|1.00|1000.00|99999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HD1-DR|HDFC EQUITY FUND - DIVIDEND REINVESTMENT OPTION|INF179K01582|EQUITY|DP|500.00|999999999.00|100.00|500.00|999999999.00|100.00|9999999.00|9999999.00|1.00|6|9999|Y|Y|DAILY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICILFRAH-DR-H|ICICI PRUDENTIAL MEDIUM TERM BOND FUND - HALF YEARLY DIVIDEND REINVESTMENT|INF109K01B61|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
BARODAMUTUALFUND_MF|BARODA MUTUAL FUND|BO97-DR|BARODA HYBRID EQUITY FUND PLAN B DIVIDEND REINVESTMENT|INF955L01930|EQUITY|DP|1500.00|99999999999.00|1.00|1500.00|99999999999.00|1.00|9999999.00|9999999.00|1.00|4|9999|Y|Y|QUARTERLY|1,10,15,25|0|90|1|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO16-DP|KOTAK BOND SCHEME PLAN A - QUARTERLY DIVIDEND PAYOUT|INF174K01EN8|DEBT|DP|1000.00|99999999.00|1.00|1000.00|99999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HD1-DR|HDFC EQUITY FUND - DIVIDEND REINVESTMENT OPTION|INF179K01582|EQUITY|DP|3000.00|999999999.00|100.00|3000.00|999999999.00|100.00|9999999.00|9999999.00|1.00|2|9999|Y|Y|QUARTERLY|1,5,10,15,20,25|0|90|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICI1616P-DP|ICICI PRUDENTIAL NIFTY NEXT 50 INDEX FUND - DIVIDEND PAYOUT|INF109K01PR1|EQUITY|DP|250.00|999999999.00|1.00|250.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|DAILY||0|60|1|1|
BARODAMUTUALFUND_MF|BARODA MUTUAL FUND|BO103-GR|BARODA DYNAMIC BOND FUND PLAN B GROWTH-GROWTH|INF955L01AA3|DEBT|DP|1000.00|99999999999.00|1.00|1000.00|99999999999.00|1.00|9999999.00|9999999.00|1.00|6|9999|Y|Y|MONTHLY|1,10,15,25|0|60|1|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO36-DR|KOTAK EQUITY SAVINGS FUND - REGULAR PLAN - MONTHLY DIVIDEND REINVESTMENT|INF174K01D02|EQUITY|DP|1000.00|99999999.00|1.00|1000.00|99999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC1234-DP|ICICI PRUDENTIAL BANKING AND FINANCIAL SERVICES FUND - DIVIDEND PAYOUT|INF109K01BV3|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|4|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICI1480P-DP|ICICI PRUDENTIAL CORPORATE BOND FUND - FORTNIGHTLY DIVIDEND PAYOUT|INF109K01SJ2|DEBT|DP|250.00|999999999.00|1.00|250.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|DAILY||0|60|1|1|
BARODAMUTUALFUND_MF|BARODA MUTUAL FUND|BO103-GR|BARODA DYNAMIC BOND FUND PLAN B GROWTH-GROWTH|INF955L01AA3|DEBT|DP|1500.00|99999999999.00|1.00|1500.00|99999999999.00|1.00|9999999.00|9999999.00|1.00|4|9999|Y|Y|QUARTERLY|1,10,15,25|0|90|1|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO4-DP|KOTAK EQUITY HYBRID - REGULAR PLAN - DIVIDEND PAYOUT|INF174K01443|HYBRID|DP|1000.00|99999999.00|1.00|1000.00|99999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC1452P-DP|ICICI PRUDENTIAL FOCUSED EQUITY FUND - DIVIDEND PAYOUT|INF109K01FM3|EQUITY|DP|250.00|999999999.00|1.00|250.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|DAILY||0|60|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXCODM-DR|AXIS CORPORATE DEBT FUND - DIRECT PLAN MONTHLY DIVIDEND REINVESTMENT|INF846K01ZR7|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|1.00|6|9999|Y|Y|MONTHLY|1,7,10,15,25|0|60|1|1|
BARODAMUTUALFUND_MF|BARODA MUTUAL FUND|BO110-DR|BARODA LARGE CAP FUND (INFRA FUND TILL 30.9.2016) PLAN B DIVIDEND-REINVESTMENT|INF955L01AI6|EQUITY|DP|1500.00|99999999999.00|1.00|1500.00|99999999999.00|1.00|9999999.00|9999999.00|1.00|4|9999|Y|Y|QUARTERLY|1,10,15,25|0|90|1|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO43-DP|KOTAK DEBT HYBRID - QUARTERLY DIVIDEND PAYOUT|INF174K01427|INCOME|DP|500.00|99999999.00|1.00|500.00|99999999.00|1.00|999999.00|999999.00|999999.00|12|9999|Y|Y|DAILY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|8142-DP|ICICI PRUDENTIAL ALL SEASONS BOND FUND - DIRECT PLAN - DIVIDEND PAYOUT|INF109K015E7|BOND|DP|250.00|999999999.00|1.00|250.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|DAILY||0|60|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXCORD-DP|AXIS CORPORATE DEBT FUND - REGULAR PLAN REGULAR DIVIDEND PAYOUT|INF846K01A03|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|1.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
BARODAMUTUALFUND_MF|BARODA MUTUAL FUND|BO114-GR|BARODA LIQUID FUND PLAN B GROWTH-GROWTH|INF955L01AL0|LIQUID|DP|1000.00|99999999999.00|1.00|1000.00|99999999999.00|1.00|9999999.00|9999999.00|1.00|6|9999|Y|Y|MONTHLY|1,10,15,25|0|60|1|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO17-DP|KOTAK BOND SCHEME PLAN A - ANNUAL DIVIDEND PAYOUT|INF174K01EP3|DEBT|DP|1000.00|99999999.00|1.00|1000.00|99999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC2501-DP|ICICI PRUDENTIAL CONSTANT MATURITY GILT FUND - HALF YEARLY DIVIDEND PAYOUT|INF109KA1O11|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|4|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXEHQD-DR|AXIS EQUITY HYBRID FUND - REGULAR PLAN QUARTERLY DIVIDEND REINVESTMENT|INF846K01F32|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|1.00|6|9999|Y|Y|MONTHLY|1,7,10,15,25|0|60|1|1|
BARODAMUTUALFUND_MF|BARODA MUTUAL FUND|BO116-DR|BARODA LIQUID FUND PLAN B WEEKLY DIVIDEND-REINVESTMENT|INF955L01AM8|LIQUID|DP|1000.00|99999999999.00|1.00|1000.00|99999999999.00|1.00|9999999.00|9999999.00|1.00|6|9999|Y|Y|MONTHLY|1,10,15,25|0|60|1|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO178-DP|KOTAK STANDARD MULTICAP FUND - DIVIDEND PAYOUT|INF174K01344|EQUITY|DP|1000.00|99999999.00|1.00|1000.00|99999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC1024-DP|ICICI PRUDENTIAL SMALLCAP FUND - DIVIDEND PAYOUT|INF109K01BJ8|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|4|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXEHRD-DP|AXIS EQUITY HYBRID FUND - REGULAR PLAN REGULAR DIVIDEND PAYOUT|INF846K01E74|EQUITY|DP|3000.00|999999999.00|1.00|3000.00|999999999.00|1.00|999999.00|999999.00|1.00|2|9999|Y|Y|QUARTERLY|1,7,10,15,25|0|90|1|1|
BARODAMUTUALFUND_MF|BARODA MUTUAL FUND|BO118-DR|BARODA CONSERVATIVE HYBRID FUND PLAN B MONTHLY DIVIDEND REINVESTMENT|INF955L01AP1|DEBT|DP|1500.00|99999999999.00|1.00|1500.00|99999999999.00|1.00|9999999.00|9999999.00|1.00|4|9999|Y|Y|QUARTERLY|1,10,15,25|0|90|1|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO478-DR|KOTAK BALANCED ADVANTAGE FUND -REGULAR PLAN - DIVIDEND REINVESTMENT|INF174KA1178|EQUITY|DP|1000.00|99999999.00|1.00|1000.00|99999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|8016-DP|ICICI PRUDENTIAL GILT FUND - DIRECT PLAN - DIVIDEND PAYOUT|INF109K017C7|GILT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXEHRD-DR|AXIS EQUITY HYBRID FUND - REGULAR PLAN REGULAR DIVIDEND REINVESTMENT|INF846K01E82|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|1.00|6|9999|Y|Y|DAILY||0|60|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|623MR-DP|BNP PARIBAS MEDIUM TERM FUND MONTHLY DIVIDEND PAYOUT|INF251K01LS8|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|6|9999|Y|Y|MONTHLY|1,7,15,25|0|60|1|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO478-DR|KOTAK BALANCED ADVANTAGE FUND -REGULAR PLAN - DIVIDEND REINVESTMENT|INF174KA1178|EQUITY|DP|1000.00|99999999.00|1.00|1000.00|99999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|8016-DP|ICICI PRUDENTIAL GILT FUND - DIRECT PLAN - DIVIDEND PAYOUT|INF109K017C7|GILT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
