AMC CODE|AMC NAME|BSE SCHEME CODE|SCHEME NAME|SCHEME ISIN|SCHEME TYPE|ASWP TRANSACTION MODE|ASWP MINIMUM INSTALLMENT AMOUNT|ASWP MAXIMUM INSTALLMENT AMOUNT|ASWP MULTIPLIER AMOUNT|ASWP MINIMUM INSTALLMENT UNITS|ASWP MAXIMUM INSTALLMENT UNITS|ASWP MULTIPLIER UNITS|ASWP MINIMUM INSTALLMENT NUMBERS|ASWP MAXIMUM INSTALLMENT NUMBERS|ASWP FREQUENCY|ASWP DATES|ASWP MINIMUM GAP|ASWP MAXIMUM GAP|ASWP INSTALLMENT GAP|ASWP STATUS|
SUNDARAMMUTUALFUND_MF|SUNDARAM MUTUAL FUND|SUMIMAD-DP|SUNDARAM MIP - AGGRESSIVE DIRECT PLAN - MONTHLY DIVIDEND PAYOUT|INF903J01OQ4|DEBT|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|QUARTERLY|1,11,21|0|90|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SB665D-DR|SBI CRISIL IBX SDL INDEX - SEPTEMBER 2027 FUND - REGULAR PLAN - IDCW REINVESTMENT|INF200KA13R5|DEBT|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|WEEKLYDATES|1,8,15,22|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO20NDD-DR|KOTAK BOND SHORT TERM - DIRECT PLAN - DIVIDEND REINVESTMENT|INF174K01Z22|DEBT|DP|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|1.0000|6|9999|MONTHLY|1,7,14,21,25|0|60|0|1|
MAHINDRA MANULIFE MUTUAL FUND_MF|MAHINDRA MANULIFE MUTUAL FUND|MHMSYDG-GR|MAHINDRA LOW DURATION BACHAT YOJANA - DIRECT - GROWTH|INF174V01267|DEBT|DP|500.0000|999999999.0000|1.0000|0.5000|999999.0000|0.0010|2|9999|WEEKLYDATES|1,5,7,10,15,20,25,30|0|60|0|1|
SUNDARAMMUTUALFUND_MF|SUNDARAM MUTUAL FUND|SU153DP-GR|SUNDARAM BANKING AND PSU DEBT FUND - DIRECT PLAN-GR|INF903J01PA5|DEBT|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|QUARTERLY|1,11,21|0|90|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SBD665G-GR|SBI CRISIL IBX SDL INDEX - SEPTEMBER 2027 FUND - DIRECT PLAN - GROWTH|INF200KA14R3|DEBT|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO197D-GR|KOTAK DYNAMIC BOND FUND - DIRECT PLAN - GROWTH|INF174K01JU2|DEBT|DP|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|1.0000|6|9999|DAILY||0|60|0|1|
MAHINDRA MANULIFE MUTUAL FUND_MF|MAHINDRA MANULIFE MUTUAL FUND|MHMSYDW-DR|MAHINDRA LOW DURATION BACHAT YOJANA - DIRECT - WEEKLY DIVIDEND REINVESTMENT|INF174V01283|DEBT|P|500.0000|999999999.0000|1.0000|0.5000|999999.0000|0.0010|2|9999|WEEKLYDAYS|MON,TUE,WED,THU,FRI|0|60|0|1|
MAHINDRA MANULIFE MUTUAL FUND_MF|MAHINDRA MANULIFE MUTUAL FUND|MHMAYDD-DP|MAHINDRA MANULIFE ARBITRAGE YOJANA - DIRECT - DIVIDEND PAYOUT|INF174V01AB8|EQUITY|P|500.0000|999999999.0000|1.0000|50.0000|999999.0000|0.0010|2|9999|WEEKLYDATES|1,5,7,10,15,20,25,30|0|60|0|1|
IIFLMUTUALFUND_MF|IIFL MUTUAL FUND|IIIBHRG-GR|IIFL BALANCED HYBRID FUND - REGULAR PLAN - GROWTH|INF579M01AV5|EQUITY|DP|1000.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|6|9999|MONTHLY|1,7,14,21|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO200D-DR|KOTAK DYNAMIC BOND FUND - DIRECT PLAN - QUARTERLY DIVIDEND REINVESTMENT|INF174K01JY4|DEBT|DP|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLYDAYS|THU|0|60|0|1|
MAHINDRA MANULIFE MUTUAL FUND_MF|MAHINDRA MANULIFE MUTUAL FUND|MHMSYRD-DR|MAHINDRA LOW DURATION BACHAT YOJANA - REGULAR - DAILY DIVIDEND REINVESTMENT|INF174V01226|DEBT|P|500.0000|999999999.0000|1.0000|0.5000|999999.0000|0.0010|2|9999|DAILY||0|60|0|1|
MAHINDRA MANULIFE MUTUAL FUND_MF|MAHINDRA MANULIFE MUTUAL FUND|MHMAYRG-GR|MAHINDRA MANULIFE ARBITRAGE YOJANA - REGULAR - GROWTH|INF174V01978|EQUITY|DP|500.0000|999999999.0000|1.0000|50.0000|999999.0000|0.0010|2|9999|DAILY||0|60|0|1|
THEWEALTHCOMPANYMUTUALFUND_MF|THE WEALTH COMPANY MUTUAL FUND|WEFCDD-DR|THE WEALTH COMPANY FLEXI CAP FUND - DIRECT PLAN - IDCW REINVESTMENT|INF2F0001065|EQUITY|DP|1500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|4|9999|QUARTERLY|2,8,15,23|0|90|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO200D-DR|KOTAK DYNAMIC BOND FUND - DIRECT PLAN - QUARTERLY DIVIDEND REINVESTMENT|INF174K01JY4|DEBT|DP|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|1.0000|6|9999|MONTHLY|1,7,14,21,25|0|60|0|1|
MAHINDRA MANULIFE MUTUAL FUND_MF|MAHINDRA MANULIFE MUTUAL FUND|MHCRRQD-DR|MAHINDRA CREDIT RISK YOJANA - REGULAR - QUARTERLY DIVIDEND REINVESTMENT|INF174V01564|DEBT|DP|500.0000|999999999.0000|1.0000|50.0000|999999.0000|0.0010|2|9999|DAILY||0|60|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SBD623D-DP|SBI RETIREMENT BENEFIT FUND AGGRESSIVE PLAN - DIRECT PLAN IDCW PAYOUT|INF200KA1S63|EQUITY|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|WEEKLYDATES|1,8,15,22|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO1275-GR|KOTAK GOLD SILVER PASSIVE FOF - REGULAR PLAN - GROWTH|INF174KA1XU2|EQUITY|DP|100.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|5|90|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO41D-GR|KOTAK DEBT HYBRID - DIRECT PLAN - GROWTH|INF174K01JZ1|DEBT|DP|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLYDATES|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
MAHINDRA MANULIFE MUTUAL FUND_MF|MAHINDRA MANULIFE MUTUAL FUND|MHCRYDD-DR|MAHINDRA CREDIT RISK YOJANA - DIRECT - DISCRETIONARY DIVIDEND REINVESTMENT|INF174V01598|DEBT|DP|500.0000|999999999.0000|1.0000|50.0000|999999.0000|0.0010|2|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SB623D-DP|SBI RETIREMENT BENEFIT FUND AGGRESSIVE PLAN - REGULAR PLAN IDCW PAYOUT|INF200KA1S48|EQUITY|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
SBIMUTUALFUND_MF_SIF1|SBI MUTUAL FUND_SIF1|SBS901DP-DP|MAGNUM HYBRID LONG SHORT FUND - REGULAR PLAN - IDCW PAYOUT|INF200K30023|EQUITY|D|100000.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|WEEKLYDAYS|MON,THU|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO02D-GR|KOTAK GILT UNIT SCHEME 98 INVESTMENT PLAN- DIRECT PLAN - GROWTH|INF174K01KE4|DEBT|DP|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|1.0000|6|9999|QUARTERLY|1,7,14,21,25|0|90|0|1|
MAHINDRA MANULIFE MUTUAL FUND_MF|MAHINDRA MANULIFE MUTUAL FUND|MHCRYRD-DR|MAHINDRA CREDIT RISK YOJANA - REGULAR - DISCRETIONARY DIVIDEND REINVESTMENT|INF174V01549|DEBT|DP|500.0000|999999999.0000|1.0000|50.0000|999999.0000|0.0010|2|9999|WEEKLYDATES|1,5,7,10,15,20,25,30|0|60|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SB623G-GR|SBI RETIREMENT BENEFIT FUND AGGRESSIVE PLAN - REGULAR PLAN GROWTH|INF200KA1S30|EQUITY|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SB638DP-DP|SBI BALANCED ADVANTAGE FUND - REGULAR PLAN - IDCW PAYOUT|INF200KA1Y57|EQUITY|D|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO12D-DP|KOTAK GILT UNIT SCHEME 98 INVESTMENT PLAN- DIRECT PLAN - QUARTERLY DIVIDEND PAYOUT|INF174K01KG9|DEBT|P|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|1.0000|6|9999|DAILY||0|60|0|1|
MIRAEASSET|MIRAE ASSET MANAGEMENT|MAESRG-GR|MIRAE ASSET EQUITY SAVINGS FUND REGULAR GROWTH|INF769K01EI5|EQUITY|DP|1000.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|5|9999|MONTHLY|1,10,15,21,28|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO495D-DR|KOTAK NIFTY NEXT 50 INDEX FUND-DIRECT PLAN - DIVIDEND REINVESTMENT|INF174KA1GB7|EQUITY|DP|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLYDAYS||0|60|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BS88X-DP|ADITYA BIRLA SUN LIFE NASDAQ 100 FOF-DIRECT -IDCW PAYOUT|INF209KB19C3|EQUITY|DP|100.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|4|9999|QUARTERLY|1,7,10,14,20,21,28|0|90|0|1|
CANARAROBECOMUTUALFUND_MF|CANARA ROBECO MUTUAL FUND|CAMIQD-DP|CANARA ROBECO CONSERVATIVE HYBRID FUND DIRECT QUARTERLY DIVIDEND PAYOUT|INF760K01GC2|DEBT|DP|2000.0000|999999999.0000|1.0000|100.0000|999999.0000|1.0000|6|9999|QUARTERLY|1,5,15,20,25|0|90|0|1|
MIRAEASSET|MIRAE ASSET MANAGEMENT|MAMCD1-GR|MIRAE ASSET MIDCAP FUND - DIRECT PLAN - GROWTH|INF769K01FA9|EQUITY|DP|1000.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|5|9999|QUARTERLY|1,10,15,21,28|0|90|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO495D-DR|KOTAK NIFTY NEXT 50 INDEX FUND-DIRECT PLAN - DIVIDEND REINVESTMENT|INF174KA1GB7|EQUITY|DP|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|1.0000|6|9999|MONTHLY|1,7,14,21,25|0|60|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BS88A-DR|ADITYA BIRLA SUN LIFE NASDAQ 100 FOF-REGULAR -IDCW REINVESTMENT|INF209KB16C9|EQUITY|P|100.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|MONTHLY|1,7,10,14,20,21,28|0|60|0|1|
CANARAROBECOMUTUALFUND_MF|CANARA ROBECO MUTUAL FUND|CAGBDD-DP|CANARA ROBECO EQUITY HYBRID FUND DIRECT MONTHLY DIVIDEND -PAYOUT|INF760K01EX3|EQUITY|DP|2000.0000|999999999.0000|1.0000|100.0000|999999.0000|1.0000|6|9999|QUARTERLY|1,5,15,20,25|0|90|0|1|
MOTILALOSWAL_MF|MOTILAL OSWAL MUTUAL FUND|MODEDQ-DP|MOTILAL OSWAL DYNAMIC FUND - DIRECT QUARTERLY DIVIDEND PAYOUT|INF247L01643|EQUITY|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|12|9999|MONTHLY|1,7,14,21,28|0|60|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SBD638D-DR|SBI BALANCED ADVANTAGE FUND - DIRECT PLAN - IDCW REINVESTMENT|INF200KA1Y99|EQUITY|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|WEEKLYDATES|1,8,15,22|0|60|0|1|
EDELWEISSMUTUALFUND_MF|EDELWEISS MUTUAL FUND|EDLMDP-DP|EDELWEISS LARGE AND MIDCAP INDEX FUND - REGULAR PLAN - IDCW PAYOUT|INF754K01NO6|EQUITY|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|12|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|0|1|
CANARAROBECOMUTUALFUND_MF|CANARA ROBECO MUTUAL FUND|CAGBDD-DR|CANARA ROBECO EQUITY HYBRID FUND DIRECT MONTHLY DIVIDEND-REINVESTMENT|INF760K01EY1|EQUITY|DP|2000.0000|999999999.0000|1.0000|100.0000|999999.0000|1.0000|6|9999|QUARTERLY|1,5,15,20,25|0|90|0|1|
MOTILALOSWAL_MF|MOTILAL OSWAL MUTUAL FUND|MODEQD-DP|MOTILAL OSWAL DYNAMIC FUND - REGULAR QUARTERLY DIVIDEND PAYOUT|INF247L01593|EQUITY|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|12|9999|WEEKLYDATES|1,7,14,21,28|0|60|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SBD638D-DP|SBI BALANCED ADVANTAGE FUND - DIRECT PLAN - IDCW PAYOUT|INF200KA1Y99|EQUITY|P|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SBD57D-DP|SBI OVERNIGHT FUND DIRECT WEEKLY IDCW PAYOUT|INF200K01TM1|OVERNIGHT|P|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
EDELWEISSMUTUALFUND_MF|EDELWEISS MUTUAL FUND|EDILMD-DR|EDELWEISS LIQUID FUND - RETAIL PLAN MONTHLY DIVIDEND REINVESTMENT|INF754K01HI0|LIQUID|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|12|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|0|1|
MOTILALOSWAL_MF|MOTILAL OSWAL MUTUAL FUND|MOLFDM-DP|MOTILAL OSWAL LIQUID FUND DIRECT-DIVIDEND OPTION-MONTHLY PAYOUT|INF247L01775|LIQUID|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|12|9999|WEEKLYDATES|1,7,14,21,28|0|60|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SBD638P-DP|SBI BALANCED ADVANTAGE FUND - DIRECT PLAN - IDCW PAYOUT|INF200KA1Y81|EQUITY|D|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SBD57D-DR|SBI OVERNIGHT FUND DIRECT WEEKLY IDCW REINVESTMENT|INF200K01TM1|OVERNIGHT|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
EDELWEISSMUTUALFUND_MF|EDELWEISS MUTUAL FUND|EDMSRG-GR|EDELWEISS MID CAP FUND - REGULAR PLAN - GROWTH OPTION|INF843K01013|EQUITY|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|12|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|0|1|
MOTILALOSWAL_MF|MOTILAL OSWAL MUTUAL FUND|MOLFDW-DR|MOTILAL OSWAL LIQUID FUND DIRECT-DIVIDEND OPTION-WEEKLY REINVESTMENT|INF247L01809|LIQUID|P|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|12|9999|MONTHLY|1,7,14,21,28|0|60|0|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXN5D1-DR|AXIS NIFTY 50 INDEX FUND DIRECT IDCW REINVESTMENT|INF846K015D7|EQUITY|DP|1000.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|4|9999|QUARTERLY|1,5,10,15,25|0|90|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SBD57G-GR|SBI OVERNIGHT FUND DIRECT GROWTH|INF200K01TK5|OVERNIGHT|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|WEEKLYDATES|1,8,15,22|0|60|0|1|
EDELWEISSMUTUALFUND_MF|EDELWEISS MUTUAL FUND|EDPSD3-DR|EDELWEISS BANKING AND PSU DEBT FUND - DIRECT PLAN WEEKLY DIVIDEND REINVESTMENT|INF843K01FF1|DEBT|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|12|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|0|1|
MOTILALOSWAL_MF|MOTILAL OSWAL MUTUAL FUND|MOLFGP-GR|MOTILAL OSWAL LIQUID FUND REGULAR GROWTH|INF247L01726|LIQUID|DP|1500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|4|9999|QUARTERLY|1,7,14,21,28|0|90|0|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXABDP-DR|AXIS AAA BOND PLUS SDL ETF - 2026 MATURITY FUND OF FUND REGULAR IDCW REINVESTMENT|INF846K012D4|DEBT|DP|501.0000|999999999.0000|1.0000|20.0000|99999999.0000|1.0000|50|9999|WEEKLYDATES|1,5,6,8,9,12,22,25,29,30|0|60|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SBD72SD-DR|SBI LIQUID FUND DIRECT DAILY IDCW REINVESTMENT|INF200K01UQ0|LIQUID|P|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
EDELWEISSMUTUALFUND_MF|EDELWEISS MUTUAL FUND|EDILSF-DP|EDELWEISS LIQUID FUND - REGULAR PLAN FORTNIGHTLY DIVIDEND - PAYOUT|INF754K01HK6|LIQUID|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|12|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|0|1|
MOTILALOSWAL_MF|MOTILAL OSWAL MUTUAL FUND|MON1GP-GR|MOTILAL OSWAL NASDAQ 100 FUND OF FUND - REGULAR GROWTH|INF247L01700|FOF|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|12|9999|WEEKLYDATES|1,7,14,21,28|0|60|0|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXOGDP-DR|AXIS GROWTH OPPORTUNITIES FUND - REGULAR PLAN DIVIDEND REINVESTMENT|INF846K01J95|EQUITY|DP|1000.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|6|9999|MONTHLY|1,5,10,15,25|0|60|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SBF47RD-DR|SBI MAGNUM LOW DURATION FUND REGULAR DAILY IDCW REINVESTMENT|INF200K01ML8|DEBT|P|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
EDELWEISSMUTUALFUND_MF|EDELWEISS MUTUAL FUND|EDILSW-DP|EDELWEISS LIQUID FUND - REGULAR PLAN WEEKLY DIVIDEND - PAYOUT|INF754K01HJ8|LIQUID|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|6|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RLRJDP-DP|RELIANCE JUNIOR BEES FOF - DIVIDEND PLAN - PAYOUT|INF204KB1X17|FOF|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|QUARTERLY|1,8,15,22|0|90|0|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXONDW-DP|AXIS OVERNIGHT FUND DIRECT WEEKLY DIVIDEND PAYOUT|INF846K01N40|OVERNIGHT|DP|1000.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|4|9999|QUARTERLY|1,5,10,15,25|0|90|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SB57D-DR|SBI OVERNIGHT FUND REGULAR WEEKLY IDCW REINVESTMENT|INF200K01LP1|OVERNIGHT|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
EDELWEISSMUTUALFUND_MF|EDELWEISS MUTUAL FUND|EDGSD4-DR|EDELWEISS GOVERNMENT SECURITIES FUND - DIRECT PLAN WEEKLY DIVIDEND REINVESTMENT|INF843K01GW4|DEBT|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|12|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RLNLAQ-DR|RELIANCE NIVESH LAKSHYA FUND - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT|INF204KB1YW9|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXSCDP-DP|AXIS SMALL CAP FUND - REGULAR PLAN DIVIDEND PAYOUT|INF846K01K19|EQUITY|DP|1000.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|6|9999|MONTHLY|1,5,10,15,25|0|60|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SB72SW-DP|SBI LIQUID FUND REGULAR WEEKLY IDCW PAYOUT|INF200K01MC7|LIQUID|P|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
EDELWEISSMUTUALFUND_MF|EDELWEISS MUTUAL FUND|EDARMR-DR|EDELWEISS BALANCED ADVANTAGE FUND-REGULAR PLAN MONTHLY DIVIDEND REINVESTMENT|INF754K01IL2|HYBRID|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|6|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RLNLAR-DP|RELIANCE NIVESH LAKSHYA FUND - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT|INF204KB1YR9|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|QUARTERLY|1,8,15,22|0|90|0|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXEADG-GR|AXIS ARBITRAGE FUND - DIRECT PLAN - GROWTH|INF846K01PZ1|EQUITY|DP|1000.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|4|9999|QUARTERLY|1,5,10,15,25|0|90|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SBD007-DP|SBI MAGNUM EQUITY ESG FUND DIRECT IDCW PAYOUT|INF200K01SD2|EQUITY|P|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BS1062-DP|ADITYA BIRLA SUN LIFE FINANCIAL PLANNING FOF - AGGRESSIVE PLAN - DIVIDEND PAYOUT|INF084M01119|FOF|DP|100.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|4|9999|QUARTERLY|1,7,10,14,20,21,28|0|90|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RLNLAR-DR|RELIANCE NIVESH LAKSHYA FUND - DIRECT DIVIDEND PLAN REINVESTMENT|INF204KB1YS7|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|QUARTERLY|1,8,15,22|0|90|0|1|
